food_id,food_name,category,serving_size,calories_kcal_est,protein_g_est,carbohydrates_g_est,fat_g_est,fiber_g_est,sugar_g_est,sodium_mg_est,calcium_mg_est,iron_mg_est,vitamin_c_mg_est,vitamin_a_ug_est,vegetarian,vegan,data_type,source_note
FERA00103,Cornmeal,Cereals & Grains,100 g/ml,360.7,9.84,78.69,3.28,7.65,7.87,174.9,87.4,1.31,1.1,21.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00104,Cornmeal,Cereals & Grains,150 g/ml,541,14.75,118.03,4.92,11.48,11.8,262.3,131.1,1.97,1.6,32.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00105,Cornmeal,Cereals & Grains,200 g/ml,721.3,19.67,157.38,6.56,15.3,15.74,349.7,174.9,2.62,2.2,43.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00106,Maize,Cereals & Grains,25 g/ml,78.2,2.13,17.06,0.71,1.66,1.71,37.9,19,0.28,0.2,4.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00107,Maize,Cereals & Grains,50 g/ml,156.4,4.26,34.11,1.42,3.32,3.41,75.8,37.9,0.57,0.5,9.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00108,Maize,Cereals & Grains,100 g/ml,312.7,8.53,68.23,2.84,6.63,6.82,151.6,75.8,1.14,0.9,19,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00109,Maize,Cereals & Grains,150 g/ml,469.1,12.79,102.34,4.26,9.95,10.23,227.4,113.7,1.71,1.4,28.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00110,Maize,Cereals & Grains,200 g/ml,625.4,17.06,136.46,5.69,13.27,13.65,303.2,151.6,2.27,1.9,37.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00111,Wheat,Cereals & Grains,25 g/ml,96.5,2.63,21.05,0.88,2.05,2.11,46.8,23.4,0.35,0.3,5.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00112,Wheat,Cereals & Grains,50 g/ml,193,5.26,42.1,1.75,4.09,4.21,93.6,46.8,0.7,0.6,11.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00113,Wheat,Cereals & Grains,100 g/ml,385.9,10.53,84.2,3.51,8.19,8.42,187.1,93.6,1.4,1.2,23.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00114,Wheat,Cereals & Grains,150 g/ml,578.9,15.79,126.3,5.26,12.28,12.63,280.7,140.3,2.11,1.8,35.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00115,Wheat,Cereals & Grains,200 g/ml,771.8,21.05,168.4,7.02,16.37,16.84,374.2,187.1,2.81,2.3,46.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00116,Whole wheat,Cereals & Grains,25 g/ml,94.2,2.57,20.55,0.86,2,2.05,45.7,22.8,0.34,0.3,5.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00117,Whole wheat,Cereals & Grains,50 g/ml,188.4,5.14,41.09,1.71,4,4.11,91.3,45.7,0.68,0.6,11.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00118,Whole wheat,Cereals & Grains,100 g/ml,376.7,10.27,82.19,3.42,7.99,8.22,182.6,91.3,1.37,1.1,22.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00119,Whole wheat,Cereals & Grains,150 g/ml,565.1,15.41,123.28,5.14,11.99,12.33,274,137,2.05,1.7,34.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00120,Whole wheat,Cereals & Grains,200 g/ml,753.4,20.55,164.38,6.85,15.98,16.44,365.3,182.6,2.74,2.3,45.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00121,Cracked wheat,Cereals & Grains,25 g/ml,90.8,2.48,19.8,0.83,1.93,1.98,44,22,0.33,0.3,5.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00122,Cracked wheat,Cereals & Grains,50 g/ml,181.5,4.95,39.61,1.65,3.85,3.96,88,44,0.66,0.6,11,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00123,Cracked wheat,Cereals & Grains,100 g/ml,363.1,9.9,79.22,3.3,7.7,7.92,176,88,1.32,1.1,22,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00124,Cracked wheat,Cereals & Grains,150 g/ml,544.6,14.85,118.82,4.95,11.55,11.88,264.1,132,1.98,1.7,33,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00125,Cracked wheat,Cereals & Grains,200 g/ml,726.1,19.8,158.43,6.6,15.4,15.84,352.1,176,2.64,2.2,44,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00126,Bulgur,Cereals & Grains,25 g/ml,73.4,2,16.02,0.67,1.56,1.6,35.6,17.8,0.27,0.2,4.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00127,Bulgur,Cereals & Grains,50 g/ml,146.9,4.01,32.04,1.34,3.12,3.2,71.2,35.6,0.53,0.4,8.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00128,Bulgur,Cereals & Grains,100 g/ml,293.7,8.01,64.09,2.67,6.23,6.41,142.4,71.2,1.07,0.9,17.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00129,Bulgur,Cereals & Grains,150 g/ml,440.6,12.02,96.13,4.01,9.35,9.61,213.6,106.8,1.6,1.3,26.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00130,Bulgur,Cereals & Grains,200 g/ml,587.4,16.02,128.17,5.34,12.46,12.82,284.8,142.4,2.14,1.8,35.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00131,Rye,Cereals & Grains,25 g/ml,81.5,2.22,17.78,0.74,1.73,1.78,39.5,19.8,0.3,0.2,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00132,Rye,Cereals & Grains,50 g/ml,163,4.45,35.57,1.48,3.46,3.56,79,39.5,0.59,0.5,9.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00133,Rye,Cereals & Grains,100 g/ml,326,8.89,71.14,2.96,6.92,7.11,158.1,79,1.19,1,19.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00134,Rye,Cereals & Grains,150 g/ml,489.1,13.34,106.71,4.45,10.37,10.67,237.1,118.6,1.78,1.5,29.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00135,Rye,Cereals & Grains,200 g/ml,652.1,17.78,142.27,5.93,13.83,14.23,316.2,158.1,2.37,2,39.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00136,Buckwheat,Cereals & Grains,25 g/ml,69,1.88,15.04,0.63,1.46,1.5,33.4,16.7,0.25,0.2,4.2,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00137,Buckwheat,Cereals & Grains,50 g/ml,137.9,3.76,30.09,1.25,2.93,3.01,66.9,33.4,0.5,0.4,8.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00138,Buckwheat,Cereals & Grains,100 g/ml,275.8,7.52,60.18,2.51,5.85,6.02,133.7,66.9,1,0.8,16.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00139,Buckwheat,Cereals & Grains,150 g/ml,413.7,11.28,90.26,3.76,8.78,9.03,200.6,100.3,1.5,1.3,25.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00140,Buckwheat,Cereals & Grains,200 g/ml,551.6,15.04,120.35,5.01,11.7,12.04,267.4,133.7,2.01,1.7,33.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00141,Amaranth,Cereals & Grains,25 g/ml,72.2,1.97,15.76,0.66,1.53,1.58,35,17.5,0.26,0.2,4.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00142,Amaranth,Cereals & Grains,50 g/ml,144.5,3.94,31.52,1.31,3.06,3.15,70,35,0.53,0.4,8.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00143,Amaranth,Cereals & Grains,100 g/ml,288.9,7.88,63.04,2.63,6.13,6.3,140.1,70,1.05,0.9,17.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00144,Amaranth,Cereals & Grains,150 g/ml,433.4,11.82,94.56,3.94,9.19,9.46,210.1,105.1,1.58,1.3,26.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00145,Amaranth,Cereals & Grains,200 g/ml,577.9,15.76,126.08,5.25,12.26,12.61,280.2,140.1,2.1,1.8,35,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00146,Wild rice,Cereals & Grains,25 g/ml,87.9,2.4,19.19,0.8,1.87,1.92,42.6,21.3,0.32,0.3,5.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00147,Wild rice,Cereals & Grains,50 g/ml,175.9,4.8,38.37,1.6,3.73,3.84,85.3,42.6,0.64,0.5,10.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00148,Wild rice,Cereals & Grains,100 g/ml,351.7,9.59,76.74,3.2,7.46,7.67,170.5,85.3,1.28,1.1,21.3,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00149,Wild rice,Cereals & Grains,150 g/ml,527.6,14.39,115.12,4.8,11.19,11.51,255.8,127.9,1.92,1.6,32,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00150,Wild rice,Cereals & Grains,200 g/ml,703.5,19.19,153.49,6.4,14.92,15.35,341.1,170.5,2.56,2.1,42.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00151,Semolina,Cereals & Grains,25 g/ml,89.8,2.45,19.59,0.82,1.9,1.96,43.5,21.8,0.33,0.3,5.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00152,Semolina,Cereals & Grains,50 g/ml,179.5,4.9,39.17,1.63,3.81,3.92,87,43.5,0.65,0.5,10.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00153,Semolina,Cereals & Grains,100 g/ml,359.1,9.79,78.34,3.26,7.62,7.83,174.1,87,1.31,1.1,21.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00154,Semolina,Cereals & Grains,150 g/ml,538.6,14.69,117.52,4.9,11.43,11.75,261.1,130.6,1.96,1.6,32.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00155,Semolina,Cereals & Grains,200 g/ml,718.2,19.59,156.69,6.53,15.23,15.67,348.2,174.1,2.61,2.2,43.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00156,Rice flakes,Cereals & Grains,25 g/ml,96.4,2.63,21.03,0.88,2.04,2.1,46.7,23.4,0.35,0.3,5.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00157,Rice flakes,Cereals & Grains,50 g/ml,192.8,5.26,42.06,1.75,4.09,4.21,93.5,46.7,0.7,0.6,11.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00158,Rice flakes,Cereals & Grains,100 g/ml,385.5,10.51,84.12,3.5,8.18,8.41,186.9,93.5,1.4,1.2,23.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00159,Rice flakes,Cereals & Grains,150 g/ml,578.3,15.77,126.18,5.26,12.27,12.62,280.4,140.2,2.1,1.8,35,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00160,Rice flakes,Cereals & Grains,200 g/ml,771.1,21.03,168.24,7.01,16.36,16.82,373.9,186.9,2.8,2.3,46.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00161,Poha,Cereals & Grains,25 g/ml,77.3,2.11,16.87,0.7,1.64,1.69,37.5,18.7,0.28,0.2,4.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00162,Poha,Cereals & Grains,50 g/ml,154.7,4.22,33.74,1.41,3.28,3.37,75,37.5,0.56,0.5,9.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00163,Poha,Cereals & Grains,100 g/ml,309.3,8.44,67.49,2.81,6.56,6.75,150,75,1.12,0.9,18.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00164,Poha,Cereals & Grains,150 g/ml,464,12.65,101.23,4.22,9.84,10.12,225,112.5,1.69,1.4,28.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00165,Poha,Cereals & Grains,200 g/ml,618.6,16.87,134.97,5.62,13.12,13.5,299.9,150,2.25,1.9,37.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00166,Rice flour,Cereals & Grains,25 g/ml,78.7,2.15,17.16,0.72,1.67,1.72,38.1,19.1,0.29,0.2,4.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00167,Rice flour,Cereals & Grains,50 g/ml,157.3,4.29,34.32,1.43,3.34,3.43,76.3,38.1,0.57,0.5,9.5,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00168,Rice flour,Cereals & Grains,100 g/ml,314.6,8.58,68.64,2.86,6.67,6.86,152.5,76.3,1.14,1,19.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00169,Rice flour,Cereals & Grains,150 g/ml,471.9,12.87,102.96,4.29,10.01,10.3,228.8,114.4,1.72,1.4,28.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00170,Rice flour,Cereals & Grains,200 g/ml,629.2,17.16,137.28,5.72,13.35,13.73,305.1,152.5,2.29,1.9,38.1,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00171,Wheat flour,Cereals & Grains,25 g/ml,81.6,2.23,17.8,0.74,1.73,1.78,39.6,19.8,0.3,0.2,4.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00172,Wheat flour,Cereals & Grains,50 g/ml,163.2,4.45,35.61,1.48,3.46,3.56,79.1,39.6,0.59,0.5,9.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00173,Wheat flour,Cereals & Grains,100 g/ml,326.4,8.9,71.21,2.97,6.92,7.12,158.2,79.1,1.19,1,19.8,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00174,Wheat flour,Cereals & Grains,150 g/ml,489.6,13.35,106.82,4.45,10.38,10.68,237.4,118.7,1.78,1.5,29.7,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00175,Wheat flour,Cereals & Grains,200 g/ml,652.8,17.8,142.42,5.93,13.85,14.24,316.5,158.2,2.37,2,39.6,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00176,Whole wheat flour,Cereals & Grains,25 g/ml,73.3,2,15.99,0.67,1.55,1.6,35.5,17.8,0.27,0.2,4.4,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
FERA00177,Whole wheat flour,Cereals & Grains,50 g/ml,146.6,4,31.98,1.33,3.11,3.2,71.1,35.5,0.53,0.4,8.9,Yes,Yes,PROTOTYPE_ESTIMATE,Generated estimate for FIT ERA development; replace with verified reference values before clinical/commercial nutrition use.
